DrugBank ID,Common name,Synonyms,cmpdname,canonicalsmiles,cid
DB17536,Sirpiglenastat,"(-)-sirpiglenastat | (s)-isopropyl 2-((s)-2-acetamido-3-(1h-indol-3-yl)propanamido)-6-diazo-5-oxohexanoate | L-norleucine, n-acetyl-l-tryptophyl-6-diazo-5-oxo-, 1-methylethyl ester | Propan-2-yl (2s)-2-((n-acetyl-l-tryptophyl)amino)-6-diazo-5-oxohexanoate",Sirpiglenastat,,
DB17537,6-diazo-5-oxo-L-norleucine,,6-diazo-5-oxo-L-norleucine,,
DB17538,Atidarsagene autotemcel,Atidarsagene autotemcel | Autologous CD34+ cell enriched population that contains haematopoietic stem and progenitor cells (HSPC) transduced ex vivo using a lentiviral vector encoding the human arylsulfatase A (ARSA) gene | Autologous CD34+ cells transduced with lentiviral vector which encodes for the aryl Sulfatase A complimentary deoxyribonucleic acid sequence,Atidarsagene autotemcel,,
DB17539,SynOV1.1,,SynOV1.1,,
DB17540,D2C7 immunotoxin,D2C7-immunotoxin | D2C7-IT,D2C7 immunotoxin,,
DB17541,SYNB1891,,SYNB1891,,
DB17542,Ligufalimab,"Immunoglobulin g4 (225-proline), anti-(human cd47 antigen) (human-mus musculus monoclonal ak117 .gamma.4-chain), disulfide with human-mus musculus monoclonal ak117 .kappa.-chain, dimer",Ligufalimab,,
DB17543,PLX51107,"Benzoic acid, 4-(6-(3,5-dimethyl-4-isoxazolyl)-1-((1s)-1-(2-pyridinyl)ethyl)-1h-pyrrolo(3,2-b)pyridin-3-yl)- | Brd4 inhibitor plx51107",PLX51107,,
DB17544,Timdarpacept,IMM-01 | IMM01 | Timdarpacept,Timdarpacept,,
DB17545,Jaktinib,,Jaktinib,,
DB17546,APR-548,APR 548 | APR548,APR-548,,
DB17547,Anzurstobart,,Anzurstobart,,
DB17548,IO-202,,IO-202,,
DB17549,Alrizomadlin,"(3'r,4's,5'r)-4-((6-chloro-2-oxo-1,2-dihydro-spiro(indole-3,3'-pyrrolidin)e-4'-(3-chloro-2-fluoro -phenyl)-1'-ethyl-spiro(cyclohexane-1,2'-pyrrolidine)-5'-carbonyl)-amino)-bicyclo(2.2.2)octane-1-carboxylic acid | 4-((3'R,4'S,5'R)-6''-chloro-4'-(3-chloro-2-fluorophenyl)-1'-ethyl-2''-oxodispiro[cyclohexane-1,2'-pyrrolidine-3',3''-indoline]-5'-carboxamido)bicyclo [2.2.2]octane-1-carboxylic acid | Bicyclo(2.2.2)octane-1-carboxylic acid, 4-((((3'r,4's,5'r)-6''-chloro-4'-(3-chloro-2-fluorophenyl)-1'-ethyl-1'',2''-dihydro-2''-oxodispiro(cyclohexane-1,2'-pyrrolidine-3',3''-(3h)indol)-5'-yl)carbonyl)amino)-",Alrizomadlin,,
DB17550,PF-04856884,,PF-04856884,,
DB17551,AGS-16C3F,,AGS-16C3F,,
DB17552,Pucotenlimab,"Humanized pd-1 blocking antibody hx-008 | Immunoglobulin g4 (252-theronine,306-proline,432-alanine), anti-(human programmed cell death 1) (human-mus musculus monoclonal hx008 .gamma.4-chain), disulfide with human-mus musculus monoclonal hx008 .kappa.-chain, dimer",Pucotenlimab,,
DB17553,FT-1101,FT1101,FT-1101,,
DB17554,FF-10501-01,FF 10501 01 | FF-10501,FF-10501-01,,
DB17555,SEA-CD70,SEA CD70,SEA-CD70,,
DB17556,S65487,VOB560,S65487,,
DB17557,Sovleplenib,,Sovleplenib,,
DB17559,S64315,MIK665,S64315,,
DB17560,Rineterkib,"4-(3-amino-6-((1s,3s,4s)-3-fluoro-4-hydroxycyclohexyl)-2-pyrazinyl)-n-((1s)-1-(3-bromo-5-fluorophenyl)-2-(methylamino)ethyl)-2-fluorobenzamide | Benzamide, 4-(3-amino-6-((1s,3s,4s)-3-fluoro-4-hydroxycyclohexyl)-2-pyrazinyl)-n-((1s)-1-(3-bromo-5-fluorophenyl)-2-(methylamino)ethyl)-2-fluoro- | Rineterkib",Rineterkib,,
DB17561,Nisevokitug,Anti-tgf-beta monoclonal antibody nis793,Nisevokitug,,
DB17562,QL1706,,QL1706,,
DB17563,Luveltamab tazevibulin,,Luveltamab tazevibulin,,
DB17564,Andecaliximab,"Immunoglobulin g4, anti-(human gelatinase b) (human-mus musculus monoclonal gs-5745 heavy chain), disulfide with human-mus musculus monoclonal gs-5745 light chain, dimer",Andecaliximab,,
DB17565,Polyvalent antigen-KLH conjugate vaccine,,Polyvalent antigen-KLH conjugate vaccine,,
DB17566,GCS-100,Apoptosis inducer GCS-100 | PH-modified pectin (GCS-100),GCS-100,,
DB17567,INCB052793,,INCB052793,,
DB17568,Belvarafenib,"4-amino-n-(1-((3-chloro-2-fluorophenyl)amino)-6-methylisoquinolin-5-yl)thieno(3,2-d)pyrimidine-7-carboxamide | Belvarafenib | Thieno(3,2-d)pyrimidine-7-carboxamide, 4-amino-n-(1-((3-chloro-2-fluorophenyl)amino)-6-methyl-5-isoquinolinyl)-",Belvarafenib,,
DB17569,"2-O, 3-O desulfated heparin",,"2-O, 3-O desulfated heparin",,
DB17570,Ifebemtinib,Ifebemtinib,Ifebemtinib,,
DB17571,Uzansertib,INCB053914,Uzansertib,,
DB17572,Lemzoparlimab,"Immunoglobulin g4(228-proline), anti-(human cd47 antigen) (human monoclonal tj011133 .gamma.4-chain), disulfide with human monoclonal tj011133 .kappa.-chain, dimer",Lemzoparlimab,,
DB17573,Evorpacept,"A CD47-binding, fusion protein containing a high affinity engineered D1 domain of human signal regulatory protein alpha (SIRPalpha) variant 1 (v1) genetically linked to a modified and inactive Fc domain of human IgG | Cd47/sirpa-blocking agent alx148 | Sirpa variant alx148",Evorpacept,,
DB17574,JNJ-75276617,,JNJ-75276617,,
DB17575,Utidelone,,Utidelone,,
DB17576,Denifanstat,"Benzonitrile, 4-(1-(4-cyclobutyl-2-methyl-5-(3-methyl-1h-1,2,4-triazol-5-yl)benzoyl)-4-piperidinyl)-",Denifanstat,,
DB17577,Crefmirlimab,Iab22m2c (antibody fragment against the human cd8-antigen on cd8-positive t-cells) | Imaginab,Crefmirlimab,,
DB17578,TTI-101,"Benzenesulfonamide, n-(1',2-dihydroxy(1,2'-binaphthalen)-4'-yl)-4-methoxy- | Stat3 inhibitor c188-9 | Stat3 inhibitor tti-101",TTI-101,,
DB17579,SS1(dsFv)-PE38,SS1 (dsFv) PE38 | SS1(dsFv) PE38 | SS1(dsFv)-PE38 immunotoxin,SS1(dsFv)-PE38,,
DB17580,DCVax-L,,DCVax-L,,
DB17581,Ad-CEA vaccine,,Ad-CEA vaccine,,
DB17582,Exarafenib,KIN-2787 free base,Exarafenib,,
DB17583,OKI-179,,OKI-179,,
DB17584,Mezigdomide,"4-(4-((4-(((2-((3s)-2,6-dioxopiperidin-3-yl)-1-oxo-2,3-dihydro-1h-isoindol-4- yl)oxy)methyl)phenyl)methyl)piperazin-1-yl)-3-fluorobenzonitrile | Benzonitrile, 4-(4-((4-(((2-((3s)-2,6-dioxo-3-piperidinyl)-2,3-dihydro-1-oxo-1h-isoindol-4-yl)oxy)methyl)phenyl)methyl)-1-piperazinyl)-3-fluoro-",Mezigdomide,,
DB17585,Immunocytokine NHS-IL12,,Immunocytokine NHS-IL12,,
DB17586,ABBV-514,,ABBV-514,,
DB17587,KIN-3248,,KIN-3248,,
DB17588,Rocapuldencel-T,Rocapuldencel-T,Rocapuldencel-T,,
DB17589,Loxoribine,"7-Allyl-7,8-dihydro-8-oxoguanosine",Loxoribine,,
DB17590,PEG-interleukin-2,Polyethylene glycol-modified recombinant interleukin-2,PEG-interleukin-2,,
DB17591,Picibanil,,Picibanil,,
DB17592,ADVM-053,AAVrh.10-C1EI | AAVrh10-C1EI | ADVM 053 | ADVM-053 | ANN 002 | ANN-002,ADVM-053,,
DB17593,OTL-103,Autologous CD34+ cells transfected with lentiviral vector containing the human WAS cDNA (Telethon 003) | GSK-2696275 | OTL 103 | OTL-103,OTL-103,,
DB17594,Strimvelis,Autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with retroviral vector that encodes for the human ADA cDNA sequence | GSK 2696273 | GSK-2696273,Strimvelis,,
DB17595,RP-L201,Autologous CD34+ cells transduced ex vivo with a lentiviral vector (Chim-CD18-WPRE) encoding the ITGB2 gene | Hematopoietic stem cells modified with a lentiviral vector containing the CD18 (integrin beta 2) gene | Marnetegragene autotemcel | RPL-201,RP-L201,,
DB17596,EI-001,Human monoclonal antibody based on an IgG1 lambda framework against human interferon gamma,EI-001,,
DB17597,NTLA-2002,lipid nanoparticle encapsulating single guide RNA (G012267) targeting the human KLKB1 gene and messenger RNA (mRNA000042) encoding Cas9,NTLA-2002,,
DB17598,FB-825,FB825 | Recombinant humanized immunoglobulin gamma 1 monoclonal antibody (mAb) directed against the CemX segment of human membrane-bound immunoglobulin E (mIgE),FB-825,,
DB17599,NP-6A4,,NP-6A4,,
DB17600,Hemoximer,Pyridoxalated hemoglobin polyoxyethylene | Pyridoxalated-hemoglobin-polyoxyethylene conjugate,Hemoximer,,
DB17601,Ixmyelocel-T,,Ixmyelocel-T,,
DB17602,Acecainide,"4'-((2-(diethylamino)ethyl)carbamoyl)acetanilide | Acetylprocainamide | Acetylprocainamide, n- | Benzamide, 4-(acetylamino)-n-(2-(diethylamino)ethyl)- | N-acetyl-procainamide | N-acetylnovocainamide | N-acetylprocainamide | N-acetylprocaine amide",Acecainide,,
DB17603,Emprumapimod,,Emprumapimod,,
DB17604,GC5107,,GC5107,,
DB17605,CY-1503,CY 1503,CY-1503,,
DB17606,Rexlemestrocel-L,Allogeneic human bone marrow-derived mpc | Allogeneic mesenchymal precursor cell | Immunoselected stro-3+ allogenic mesenchymal precursor cells | Neofuse | Revascor,Rexlemestrocel-L,,
DB17607,CDX-1135,CDX 1135,CDX-1135,,
DB17608,Propagermanium,"3-[[2-carboxyethyl(oxo)germyl]oxy-oxogermyl]propanoic acid | Arlamol geo | beta-carboxyethylgermanium sesquioxide | Bis (2-carboxyethylgermanium)sesquioxide | Bis(carboxyethyl)germanium sesquioxide | Carboxyethylgermanium sesquioxide | Organic germanium | Propagermanium | Propanoic acid, 3,3'-(1,3-dioxo-1,3-digermoxanediyl)bis- | Proxigermanium | Rapagermanium | Repagermanium | Serocion | SK 818 | SK-818",Propagermanium,,
DB17609,NDI-5001,"1-(12-(1 carboxycyclopropyl)dodecyl)cyclopropane-1-carboxylic acid | 1,1'-(1,12-dodecanediyl)bis(cyclopropanecarboxylic acid) | Cyclopropanecarboxylic acid, 1,1'-(1,12-dodecanediyl)bis-",NDI-5001,,
DB17610,CDX-6210,,CDX-6210,,
DB17611,Lademirsen,,Lademirsen,,
DB17612,Intermedine,".alpha.-melanocyte-stimulating hormone | .alpha.-melanotropin | .alpha.-melanotropin (human) | .alpha.-melanotropin (ox) | .alpha.-melanotropin (sheep) | .alpha.-msh | Ac-ser-tyr-ser-met-glu-his-phe-arg-trp-gly-lys-pro-val-nh2 | Active principle of the pars intermedia of the pituitary | Alpha-melanocyte stimulating hormone | Alpha-msh | Intermedin | Melanophore-stimulating hormone | Melanotropin | Melanotropin alpha | Melantropin | N-acetyl-acth(1-13)-amide | Valinamide, acetyl-l-seryl-l-tyrosyl-l-seryl-l-methionyl-l-glutamyl-l-histidyl-l-phenylalanyl-l-arginyl-l-tryptophyl-glycyl-l-lysyl-l-prolyl-, l- | α-Melanocyte-Stimulating Hormone",Intermedine,,
DB17613,Anaritide,Arg-ser-ser-cys-phe-gly-gly-arg-met-asp-arg-ile-gly-ala-gln-ser-gly-leu-gly-cys-asn-ser-phe-arg-tyr (cys 4-20 crosslinked),Anaritide,,
DB17614,Ergothioneine,L-(+)-ergothioneine | L-ergothioneine | L(+)-ergothioneine | Sympectothion | Thiasine | Thioneine,Ergothioneine,,
DB17615,PXL-770 free acid anhydrous,"2-chloro-3-(1-hydroxy-5,6,7,8-tetrahydronaphthalen-2-yl)-6-oxo- 5-phenyl-6,7-dihydrothieno(2, 3-b)pyridin-4-olate | PXL 770 free acid anhydrous | PXL770 free acid anhydrous",PXL-770 free acid anhydrous,,
DB17616,Mubodina,Neutralizing scFv dimer to C5 fused at the C terminal end to the Fc domains of human IgG1,Mubodina,,
DB17617,OCE-205,,OCE-205,,
DB17618,Labafenogene marselecobac,SYNB1934,Labafenogene marselecobac,,
DB17619,Sinbaglustat,"(2s,3r,4r,5s)-2-(hydroxymethyl)-1-pentyl-3,4,5-piperidinetriol | (2S,3R,4R,5S)-2-(Hydroxymethyl)-1-Pentylpiperidine-3,4,5-Triol | 3,4,5-piperidinetriol, 2-(hydroxymethyl)-1-pentyl-, (2s,3r,4r,5s)- | ACT-519276 | OGT-2378 | OGT2378 | Sinbaglustat",Sinbaglustat,,
DB17620,PPI-1040,"1-(((z)-hexadec-1-en-1-yl)oxy)-3-((2-oxido-1,3,2-oxazaphospholidin-2-yl)oxy)propan-2-yl (4z,7z,10z,13z,16z,19z)-docosa-4,7,10,13,16,19-hexaenoate | 4,7,10,13,16,19-docosahexaenoic acid, 2-((1z)-1-hexadecen-1-yloxy)-1-(((2-oxido-1,3,2-oxazaphospholidin-2-yl)oxy)methyl)ethyl ester, (4z,7z,10z,13z,16z,19z)-",PPI-1040,,
DB17621,6-[18F]-Fluoro-L-m-tyrosine,"(2s)-2-amino-3-(2-(18f)fluoranyl-5-hydroxyphenyl)propanoic acid | [18F]FMT | 2-fluoro-5-hydroxy-l-phenylalanine F-18 | 6-(18f) fluoro-l-m-tyrosine | 6-[18F] Fluoro-L-M-Tyrosine | 6-[18F]-Fluoro-L-m-tyrosine | 6-[18F]Fluoro-l-m-tyrosine | 6-[18F]FMT | 6-fluoro-l-m-tyrosine F-18 | L-phenylalanine, 2-fluoro-5-hydroxy-F-18",6-[18F]-Fluoro-L-m-tyrosine,,
DB17622,KL1333,"2-(1-methylethyl)-3h-naphth(1,2-d)imidazole-4,5-dione | 2-isopropyl-3h-naphtho(1,2-d)imidazole-4,5-dione | 2-isopropyl-3H-naphtho[1,2-d]imidazole-4,5-dione | 3h-naphth(1,2-d)imidazole-4,5-dione, 2-(1-methylethyl)-",KL1333,,
DB17623,Clervonafusp alfa,"Immunoglobulin g1-kappa, cell-penetrating humanized fab fragment targeting the equilibrative nucleoside transporter 2 (ent2), fused with a human lysosomal .alpha.-glucosidase fragment, glycoform alfa | Immunoglobulin g1, (humanized monoclonal 3e10 .gamma.1-chain fab fragment) fusion protein with 67-952-lysosomal .alpha.-glucosidase (human recombinant), disulfide with humanized monoclonal 3e10 .kappa.-chain",Clervonafusp alfa,,
DB17624,Cyclocreatine,1-carboxymethyl-2-imino-imidazolidine | 2-imino-1-imidazolidineacetic acid,Cyclocreatine,,
DB17625,ARO-APOC3,ARO APOC3,ARO-APOC3,,
DB17626,ARO-ANG3,,ARO-ANG3,,
DB17627,L-Cycloserine,(s)-4-amino-3-isoxazolidinone | L-Cycloserine | Levcycloserine,L-Cycloserine,,
DB17628,Tividenofusp alfa,"DNL-310, recombinant iduronate 2-sulfatase",Tividenofusp alfa,,
DB17629,INZ-701,Recombinant human ectonucleotide pyrophosphatase/phosphodiesterase 1 fused to the Fc fragment of IGG1 (INZ-701),INZ-701,,
DB17630,AGT-182,AGT 182 | AGT182 | HIRMAb-IDS | Recombinant human insulin receptor monoclonal antibody-fused iduronate 2-sulfatase,AGT-182,,
DB17631,Exaluren,"6-(R)-Methyl-5-O-(5-amino-5,6-dideoxy-a-L-talofuranosyl)-paromamine | 6'-(R)-Methyl-5-O-(5-amino-5,6-dideoxy-a-L-talofuranosyl)-paromamine | Exaluren",Exaluren,,
DB17632,RGX-111,Adeno-associated virus vector serotype 9 expressing human a-L-iduronidase | RGX 111 | RGX111,RGX-111,,
DB17633,AAV2/8.TBG.hARSB,Adeno-associated viral vector serotype 8 with liver-specific thyroxinebinding globulin (TBG) promoter driving the expression of the human ARSB gene,AAV2/8.TBG.hARSB,,
DB17634,Progerinin,SLC-D011,Progerinin,,
DB17635,Nedosiran,DCR-PHXC free acid | Nedosiran,Nedosiran,,
DB17636,LH-708,"1-propanone, 3,3'-dithiobis(2-amino-1-(4-methyl-1-piperazinyl)-, (2r,2'r)- | L-cystine bis(n-methylpiperazide)",LH-708,,
DB17637,JLK-247,JLK 247 | JLK247,JLK-247,,
DB17638,AT845,,AT845,,
DB17639,RGX-501,RGX 501 | RGX501,RGX-501,,
DB17640,Phosphocysteamine,"Cysteamine s-phosphate | Cysteamine-s-phosphate | Ethanethiol, 2-amino-, 1-(dihydrogen phosphate) | Ethanethiol, 2-amino-, dihydrogen phosphate (ester) | Ethanethiol, 2-amino-, s-ester with phosphorothioic acid | Phosphocysteamine | Phosphorothioic acid, s-(2-aminoethyl) ester | S-(2-aminoethyl) dihydrogen phosphorothioate | S-(2-aminoethyl) phosphorothioate",Phosphocysteamine,,
DB17641,Ammonium tetrathiomolybdate,"Ammonium molybdenum sulfide ((nh4)2mos4) | Coprexa | Diammonium tetrathiomolybdate | Molybdate(2-), tetrathioxo-, ammonium (1:2), (t-4)- | Molybdate(2-), tetrathioxo-, diammonium, (t-4)- | Tiomolibdate diammonium",Ammonium tetrathiomolybdate,,
DB17642,AEM-28,AEM 28 | AEM-28 | AEM28,AEM-28,,
DB17643,AEM-28-14,,AEM-28-14,,
DB17644,TAK-611,TAK 611 | TAK611,TAK-611,,
DB17645,EGT-101,EGT 101 | EGT101,EGT-101,,
DB17646,VTX-801,VTX 801 | VTX801,VTX-801,,
DB17647,RP-A501,AAV9.LAMP2B | Adeno-associated virus serotype 9 vector containing the human lysosome-associated membrane glycoprotein 2 isoform B transgene (AAV9.LAMP2B) | RP A501 | RPA501,RP-A501,,
DB17648,EGT-201,EGT 201 | EGT201,EGT-201,,
DB17649,EGT-301,EGT 301 | EGT301,EGT-301,,
DB17650,AVR-RD-02,AVRRD-02,AVR-RD-02,,
DB17651,AVR-RD-01,,AVR-RD-01,,
DB17652,OTL-201,,OTL-201,,
DB17653,Reloxiliase,,Reloxiliase,,
DB17654,AL-01211,"N-[(1R,2R)-2-(3-chloro-4-cyclopropoxyphenyl)-2-hydroxy-1-(pyrrolidinylmethyl)ethyl]-2-(6-chloro(2-naphthyl))-2-(hydroxyimino)acetamide",AL-01211,,
DB17655,ABX1100,ABX 1100 | ABX-1100,ABX1100,,
DB17656,MRT5201,MRT5201,MRT5201,,
DB17657,Tralesinidase alfa,Alpha-N-acetyglucosaminidase-insulin-like-growth-factor-2 fusion protein | NAGLU-IGF2 | NAGLU-IGF2 fusion protein | Recombinant human alpha-N-acetylglucosaminidase-insulin-like growth factor-2 | Recombinant human NAGLU-insulin-like growth factor II | rhNAGLU-IGF2 | Tralesinidase alfa,Tralesinidase alfa,,
DB17658,ACTUS-101,,ACTUS-101,,
DB17659,ACG-801,ACG 801 | ACG801 | RVT 801 | RVT-801 | RVT801,ACG-801,,
DB17660,PEG-Glucocerebrosidase,Lysodase | PEG glucocerebrosidase | PEG-GC | PEG-glucocerebrosidase,PEG-Glucocerebrosidase,,
DB17661,RP-L301,,RP-L301,,
DB17662,Mavodelpar,(4-{(E)-3-(4-fluorophenyl)-3-[4-(3-morpholin-4-yl-prop-1ynyl)phenyl]allyloxy}-2-methylphenoxy)acetate | Mavodelpar | REN-001 free acid,Mavodelpar,,
DB17663,DCR-PH1,,DCR-PH1,,
DB17664,rAAV9-rsATP7A,,rAAV9-rsATP7A,,
DB17665,Reveglucosidase alfa,"Des-(2-7)-human insulin-like growth factor ii fusion protein with glycyl-l-alanyl-l-prolyl-human lysosomal alpha-glucosidase (acid maltase, aglucosidase alfa) produced in chinese hamster ovary (cho) cells, glycoform alfa | Gilt-rhgaa",Reveglucosidase alfa,,
DB17666,SYNB1353,SYNB 1353,SYNB1353,,
DB17667,SYNB1020,SYNB 1020 | SYNB-1020,SYNB1020,,
DB17668,mRNA-3705,,mRNA-3705,,
DB17669,mRNA-3927,,mRNA-3927,,
DB17670,VK-0214,"(((4-(3-benzyl-4-hydroxybenzyl)-3,5-dimethylphenyl)oxy)methyl)phosphonic acid | ((4-(3-benzyl-4-hydroxybenzyl)-3,5-dimethylphenoxy)methyl)phosphonic acid | Phosphonic acid, p-((4-((4-hydroxy-3-(phenylmethyl)phenyl)methyl)-3,5-dimethylphenoxy)methyl)- | VK-0214 | VK0214",VK-0214,,
DB17671,Recombinant human arylsulfatase A,Recombinant human arylsulfatase A | Recombinant human arylsulphatase A,Recombinant human arylsulfatase A,,
DB17672,Recombinant human alkaline phosphatase,Human recombinant alkaline phosphatase | Human recombinant AP | Ilofotase alfa | recAP | Recombinant human alkaline phosphatase,Recombinant human alkaline phosphatase,,
DB17673,Recombinant human highly phosphorylated acid alpha-glucosidase,Recombinant human highly phosphorylated acid alpha-glucosidase | rhHPGAA,Recombinant human highly phosphorylated acid alpha-glucosidase,,
DB17674,"Porphobilinogen deaminase, human recombinant","Hydroxymethylbilane synthase, recombinant human erythyroid isoform | Porphobilinogen deaminase, human recombinant | Porphobilinogen deaminase, recombinant human erythroid isoform | Porphozym | Recombinant human porphobilinogen deaminase | Recombinant human porphobilinogen deaminase, erythroid isoform | Recombinant human porphobilinogen deaminase, erythropoietic form","Porphobilinogen deaminase, human recombinant",,
DB17675,Vanglusagene ensiparvovec,recombinant adeno-associated viral (AAV) vector that contains a bio-engineered capsid (AAV-Spark100) and a codon-optimized expression cassette to drive expression of a secretable form of human acid a-glucosidase (GAA) | RG-6359 | SPK 3006 | SPK-3006 | SPK3006 | Vanglusagene ensiparvovec,Vanglusagene ensiparvovec,,
DB17676,Oxabact,Oxabact | Oxalobacter formigenes,Oxabact,,
DB17677,Pegtibatinase,OT-58 | Pegtibatinase | TVT-058,Pegtibatinase,,
DB17678,Alpha-D-mannose 1-phosphate,".alpha.-d-mannopyranose, 1-(dihydrogen phosphate) | .alpha.-d-mannose 1-phosphate | Mannopyranose, 1-(dihydrogen phosphate), .alpha.-d- | Mannose 1-phosphate, .alpha.-d-",Alpha-D-mannose 1-phosphate,,
DB17679,PRX-ASL,Modified messenger ribonucleic acid encoding human argininosuccinate lyase enzyme encapsulated into lipid nanoparticles | PRX ASL,PRX-ASL,,
DB17680,PRX-OTC,PRX OTC,PRX-OTC,,
DB17681,RGX-121,Non-replicating recombinant adeno-associated virus (AAV) vector of serotype 9 expressing human iduronate-2-sulfatase,RGX-121,,
DB17682,GTP-506,Non-replicating recombinant adeno-associated virus serotype rh79 (AAVrh.79) vectors: AAVrh79.TBG.M2PCSK9.WPRE.bGH and AAVrh79.hHDR.TBG.hOTCco.bGH,GTP-506,,
DB17683,ARCT-810,ARCT 810 | ARCT810,ARCT-810,,
DB17684,HMI-103,Recombinant adeno-associated viral vector serotype HSC expressing human phenylalanine hydroxylase,HMI-103,,
DB17685,LB-001,LB001,LB-001,,
DB17686,LV-FAH,Lentiviral Vector Expressing Human Fumarylacetoacetate Hydrolase | LV-FAH,LV-FAH,,
DB17687,CAM-GM201,CAM-GM201 | rAAV2/1 Hex alpha and beta | Recombinant adeno-associated viral vector serotype 2/1 encoding human beta-hexosaminidase alpha and beta subunits,CAM-GM201,,
DB17688,NZ-1002,NZ 1002 | NZ-1002 | NZ1002 | Recombinant human highly phosphorylated alpha-L-iduronidase | rHHP-IDUA,NZ-1002,,
DB17689,Trisaccharide A,3-o-(2-acetamido-2-deoxy-.alpha.-d-galactopyranosyl)-2-o-(.alpha.-l-fucopyranosyl)-d-galactose | A trisaccharide | A-trisaccharide | Bg-a trisaccharide | Blood-group a trisaccharide,Trisaccharide A,,
DB17690,Trisaccharide B,.alpha.-d-gal-(1->3)-(.alpha.-l-fuc-(1->2))-d-gal | 3-o-(.alpha.-d-galactopyranosyl)-2-o-(.alpha.-l-fucopyranosyl)-d-galactose | B trisaccharide | B-trisaccharide | Blood group b trisaccharide,Trisaccharide B,,
DB17691,AGT-184,AGT-184,AGT-184,,
DB17692,Vamifeport,"2-(2-((2-(1h-benzimidazol-2-yl)ethyl)amino)ethyl)-n-((3-fluoropyridin-2-yl)methyl)-1,3-oxazole-4-carboxamide | 4-oxazolecarboxamide, 2-(2-((2-(1h-benzimidazol-2-yl)ethyl)amino)ethyl)-n-((3-fluoro-2-pyridinyl)methyl)-",Vamifeport,,
DB17693,Amotosalen,"3-((2-aminoethoxy)methyl)-2,5,9-trimethyl-7h-furo(3,2-g)chromen-7-one | 7h-furo(3,2-g)(1)benzopyran-7-one, 3-((2-aminoethoxy)methyl)-2,5,9-trimethyl- | Amotosalen",Amotosalen,,
DB17694,Zinc mesoporphyrin,"21h,23h-porphine-2,18-dipropanoic acid, 7,12-diethyl-3,8,13,17-tetramethyl-, zinc complex | Zinc (II) mesoporphyrin IX | Zinc mesoporphyrin | Zinc mesoporphyrin ix | Zincate(2-), (7,12-diethyl-3,8,13,17-tetramethyl-21h,23h-porphine-2,18-dipropanoato(4-)-.kappa.n21,.kappa.n22,.kappa.n23,.kappa.n24)-, hydrogen (1:2), (sp-4-2)- | Zn(II) mesoporphyrin IX",Zinc mesoporphyrin,,
DB17695,Heterologous human adult liver derived progenitor cells,Heterologous human adult liver derived progenitor cells | Human heterologous liver cells,Heterologous human adult liver derived progenitor cells,,
DB17696,ASP-8731,ASP8731,ASP-8731,,
DB17697,VAD-044,"6-(4-((1S,3S)-1-amino-3-hydroxycyclobutyl)phenyl)-1-ethyl-7-phenyl-1H-pyrido[2,3-b][1,4]oxazin-2(3H)-one | VAD 044 | VAD-044 | VAD044",VAD-044,,
DB17698,SerpinPC,,SerpinPC,,
DB17699,DTX-101,AAVrh10FIX | DTX 101 | DTX101,DTX-101,,
DB17700,BBM-H803,BBM H803 | BBMH803,BBM-H803,,
DB17701,MZE001,MZE 001 | MZE-001,MZE001,,
DB17702,WP-1301,,WP-1301,,
DB17703,Coagulin-B,AAV-CMV-hF.IX | Coagulin B,Coagulin-B,,
DB17704,BBM-H901,,BBM-H901,,
DB17705,Isobutyramide,2-methylpropionamide,Isobutyramide,,
DB17706,"2,2-Dimethylbutyrate","2,2-dimethylbutanoic acid | 2,2-dimethylbutyric acid | Dimebutic acid","2,2-Dimethylbutyrate",,
DB17707,Dalcinonacog alfa,,Dalcinonacog alfa,,
DB17708,SAR445136,,SAR445136,,
DB17709,Rilzabrutinib,"(e/z)-(r)-2-(3-(4-amino-3-(2-fluoro-4-phenoxyphenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)piperidine-1-carbonyl)-4-methyl-4-(4-(oxetan-3-yl)piperazin-1-yl)pent-2-enenitrile | 1-piperidinepropanenitrile, 3-(4-amino-3-(2-fluoro-4-phenoxyphenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)-.alpha.-(2-methyl-2-(4-(3-oxetanyl)-1-piperazinyl)propylidene)-.beta.-oxo-, (.alpha.e/z,3r)-",Rilzabrutinib,,
DB17710,SIG-007,,SIG-007,,
DB17711,CB-010,,CB-010,,
DB17712,ATX-F8-117,,ATX-F8-117,,
DB17713,MaxAdFVIII,,MaxAdFVIII,,
DB17714,Thalagen,,Thalagen,,
DB17715,MOD-5014,,MOD-5014,,
DB17716,Vensobafusp alfa,Vensobafusp alfa,Vensobafusp alfa,,
DB17717,TT 173,,TT 173,,
DB17718,mRNA-3351,,mRNA-3351,,
DB17719,NM3086,NM 3086 | NM-3086,NM3086,,
DB17720,Pegylated carboxyhemoglobin (bovine),Sanguinate,Pegylated carboxyhemoglobin (bovine),,
DB17721,Astragalus mongholicus root polysaccharides,Astragalus membranaceus root polysaccharides | Astragalus polysaccharides | Astragalus propinquus root polysaccharides,Astragalus mongholicus root polysaccharides,,
DB17722,OMS906,Humanized immunoglobulin G4 monoclonal antibody directed against mannan-binding lectin-associated serine protease-3 (MASP-3) | OMS-906,OMS906,,
